,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
378,https://abbottstore.com/similac-slow-flow-nipple-case-of-250-53894.html,Abbott,Similac Slow Flow Nipple and Ring,173,53894,"To support the underdeveloped suck-swallow-breathe coordination of preterm infants. Provides a more controlled flow rate vs faster-flow nipples for increased physiological stability and a more efficient sucking pattern.1Latex-free.
Features
 Nipples and rings individually prepackaged and ready for use.
 Nipples and rings form a seal to prevent leakage during feeding.
 Disposable  not for reuse.
 Easy to use.
Precautions
 DO NOT use as a pacifier, as it presents a choking hazard.
 DO NOT reuse, as reuse can cause deterioration or separation of the rubber, presenting a choking hazard.
 Keep out of reach of children.

1Chang YJ, et al. J Nurs Res 2007;150(3):215-223",,,6/05/2020 14:30,,,,,,,
208,https://abbottstore.com/pedialyte-strawberry-1-liter-bottle-case-of-8-53983.html,Abbott,Pedialyte,43.99,53983,"REPLACES ELECTROLYTES: A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES: Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND: #1 pediatrician* and pharmacist recommended brand.* For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS: Enjoy Pedialyte liters, powder packs, and Freezer Pops in 17 refreshing flavors.


POUR & HYDRATE: Tastes best served chilled.To maintain proper hydration, 1-2 liters of Pedialyte may be needed per day.

Pedialyte electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. From the #1 pediatrician* and pharmacist recommended brand* for hydration, Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2017). Data on file with manufacturer",Serving Size: 12 fl oz (360 mL),Liquid,6/05/2020 12:54,bottle,L,1,Case,8,Not,*
529,https://abbottstore.com/pedialyte-strawberry-1-liter-bottle-case-of-8-53983.html,Abbott,Pedialyte,43.99,53983,"REPLACES ELECTROLYTES: A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES: Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND: #1 pediatrician* and pharmacist recommended brand.* For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS: Enjoy Pedialyte liters, powder packs, and Freezer Pops in 17 refreshing flavors.


POUR & HYDRATE: Tastes best served chilled.To maintain proper hydration, 1-2 liters of Pedialyte may be needed per day.

Pedialyte electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. From the #1 pediatrician* and pharmacist recommended brand* for hydration, Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2017). Data on file with manufacturer",Serving Size: 12 fl oz (360 mL),Liquid,6/05/2020 14:30,bottle,L,1,Case,8,L,1
93,https://abbottstore.com/breast-milk-storage-bottle-caps-case-of-250-54080.html,Abbott,Similac Breast Milk Storage Bottle Caps,75,54080,"Plastic bottle caps. These 40-mm plastic bottle caps fit on 4-fl-oz breast milk storage bottles, the 8-fl-oz plastic bottles,and Volu-Feed Nurser.",,,6/05/2020 12:54,Case,,250,,,,
410,https://abbottstore.com/breast-milk-storage-bottle-caps-case-of-250-54080.html,Abbott,Similac Breast Milk Storage Bottle Caps,75,54080,"Plastic bottle caps. These 40-mm plastic bottle caps fit on 4-fl-oz breast milk storage bottles, the 8-fl-oz plastic bottles,and Volu-Feed Nurser.",,,6/05/2020 14:30,Case,,250,,,,
83,https://abbottstore.com/similac-human-milk-fortifier-powder-0-9-g-packet-case-of-150-54598.html,Abbott,Similac Human Milk Fortifier Powder,162.99,54598,"Similac Human Milk Fortifier Powder is intended for premature and low-birth-weight infants as a nutritional supplement to add to human milk.
Use under medical supervision. Consult your healthcare professional (physician, nurse, or dietitian) for usage instructions. Additional Iron may be necessary.
Features:
 Halal
 Kosher
 Gluten-free

Precautions:
 Add only to human milk - do not add water.
 Never use a microwave oven to warm feedings. Serious burns can result.
 Use under medical supervision.
Contains milk and soy ingredients",Contains milk and soy ingredients.,Powder,6/05/2020 12:54,,g,0.9,Case,150,g,0.9
401,https://abbottstore.com/similac-human-milk-fortifier-powder-0-9-g-packet-case-of-150-54598.html,Abbott,Similac Human Milk Fortifier Powder,162.99,54598,"Similac Human Milk Fortifier Powder is intended for premature and low-birth-weight infants as a nutritional supplement to add to human milk.
Use under medical supervision. Consult your healthcare professional (physician, nurse, or dietitian) for usage instructions. Additional Iron may be necessary.
Features:
 Halal
 Kosher
 Gluten-free

Precautions:
 Add only to human milk - do not add water.
 Never use a microwave oven to warm feedings. Serious burns can result.
 Use under medical supervision.
Contains milk and soy ingredients",Contains milk and soy ingredients.,Powder,6/05/2020 14:30,,g,0.9,Case,150,Additional,*
144,https://abbottstore.com/ensure-pudding-homemade-vanilla-4-oz-plastic-cups-case-of-48-54844.html,Abbott,Ensure Pudding,77.88,54844,"Ensure Pudding is a nutritious alternative to other snacks or desserts. It provides a source of complete, balanced nutrition in a delicious easy-to-eat form. It is appropriate for those who have malnutrition, are at nutritional risk, experiencing involuntary weight loss, or on a fluid-restricted or volume-limited diet.

Good source of fiber to help maintain regularity
Good source of 24 essential vitamins and minerals
Good source of plant-based omega-3 fatty acid ALA to support heart health
Convenient; needs no refrigeration

For patients on consistency-modified diets (eg, soft pureed, or full liquid).
For patients with dysphagia. For oral use.",Contains milk ingredients.,,6/05/2020 12:54,cup,oz,4,Case,48,oz,4
464,https://abbottstore.com/ensure-pudding-homemade-vanilla-4-oz-plastic-cups-case-of-48-54844.html,Abbott,Ensure Pudding,77.88,54844,"Ensure Pudding is a nutritious alternative to other snacks or desserts. It provides a source of complete, balanced nutrition in a delicious easy-to-eat form. It is appropriate for those who have malnutrition, are at nutritional risk, experiencing involuntary weight loss, or on a fluid-restricted or volume-limited diet.

Good source of fiber to help maintain regularity
Good source of 24 essential vitamins and minerals
Good source of plant-based omega-3 fatty acid ALA to support heart health
Convenient; needs no refrigeration

For patients on consistency-modified diets (eg, soft pureed, or full liquid).
For patients with dysphagia. For oral use.",Contains milk ingredients.,,6/05/2020 14:30,cup,oz,4,Case,48,The,*
145,https://abbottstore.com/ensure-pudding-creamy-milk-chocolate-4-oz-plastic-cups-case-of-48-54846.html,Abbott,Ensure Pudding,77.88,54846,"Ensure Pudding is a nutritious alternative to other snacks or desserts. It provides a source of complete, balanced nutrition in a delicious easy-to-eat form. It is appropriate for those who have malnutrition, are at nutritional risk, experiencing involuntary weight loss, or on a fluid-restricted or volume-limited diet.

Good source of fiber to help maintain regularity
Good source of 24 essential vitamins and minerals
Good source of plant-based omega-3 fatty acid ALA to support heart health
Convenient; needs no refrigeration

For patients on consistency-modified diets (eg, soft pureed, or full liquid).
For patients with dysphagia. For oral use.",Contains milk ingredients.,,6/05/2020 12:54,cup,oz,4,Case,48,oz,4
465,https://abbottstore.com/ensure-pudding-creamy-milk-chocolate-4-oz-plastic-cups-case-of-48-54846.html,Abbott,Ensure Pudding,77.88,54846,"Ensure Pudding is a nutritious alternative to other snacks or desserts. It provides a source of complete, balanced nutrition in a delicious easy-to-eat form. It is appropriate for those who have malnutrition, are at nutritional risk, experiencing involuntary weight loss, or on a fluid-restricted or volume-limited diet.

Good source of fiber to help maintain regularity
Good source of 24 essential vitamins and minerals
Good source of plant-based omega-3 fatty acid ALA to support heart health
Convenient; needs no refrigeration

For patients on consistency-modified diets (eg, soft pureed, or full liquid).
For patients with dysphagia. For oral use.",Contains milk ingredients.,,6/05/2020 14:30,cup,oz,4,Case,48,The,*
222,https://abbottstore.com/pedialyte-powder-packs-variety-pack-64-count-56090.html,Abbott,Pedialyte Powder Packs,71.99,56090,"CONVENIENT REHYDRATION FOR KIDS & ADULTS: A convenient powder packet that offers a great-tasting way for kids and adults to replace electrolytes to feel better fast


MORE EFFECTIVE THAN COMMON BEVERAGES: Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration


TRUSTED BRAND: #1 pediatrician*and pharmacist recommended brand* for hydration. For over 50 years, Pedialyte has been the go-to rehydration drink


HOW TO USE PEDIALYTE: Pour 1 packet into 8 fl oz of cold water and mix for refreshing hydration

Pedialyte Electrolyte Powder Packs are a convenient, advanced hydration solution thats specially formulated with an optimal balance of sugar and electrolytes to help prevent dehydration in both kids and adults. From the #1 pediatrician*and pharmacist recommended brand,*Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Simply dissolve one packet in 8 fl oz of cold water and enjoy. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Serving Size: 9 g,Powder Packs,6/05/2020 12:54,,oz,0.3,,-8,Not,*
539,https://abbottstore.com/pedialyte-powder-packs-variety-pack-64-count-56090.html,Abbott,Pedialyte Powder Packs,71.99,56090,"CONVENIENT REHYDRATION FOR KIDS & ADULTS: A convenient powder packet that offers a great-tasting way for kids and adults to replace electrolytes to feel better fast


MORE EFFECTIVE THAN COMMON BEVERAGES: Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration


TRUSTED BRAND: #1 pediatrician*and pharmacist recommended brand* for hydration. For over 50 years, Pedialyte has been the go-to rehydration drink


HOW TO USE PEDIALYTE: Pour 1 packet into 8 fl oz of cold water and mix for refreshing hydration

Pedialyte Electrolyte Powder Packs are a convenient, advanced hydration solution thats specially formulated with an optimal balance of sugar and electrolytes to help prevent dehydration in both kids and adults. From the #1 pediatrician*and pharmacist recommended brand,*Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Simply dissolve one packet in 8 fl oz of cold water and enjoy. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Serving Size: 9 g,Powder Packs,6/05/2020 14:30,,oz,0.3,,-8,,
57,https://abbottstore.com/similac-special-care-20-with-iron-2-fl-oz-bottle-case-of-48-56265.html,Abbott,Similac Special Care 20,79,56265,"Use as directed by a physician. A 20 Cal/fl oz iron-fortified feeding for growing, low birth weight infants and premature infants.
Features:
OptiGRO is our exclusive blend of DHA, lutein and vitamin E: these important ingredients are found in breast milk.

DHA for brain development
Lutein to support eye health
Vitamin E, an important nutrient found in breast milk to support developing cells
Halal, Kosher

Not intended for feeding low-birth-weight infants after they reach a weight of 3600 g (approximately 8 lb) or as directed by a doctor.
Does not include nipples or rings.",Contains milk and soy ingredients.,,6/05/2020 12:54,bottle,fl oz,2,Case,48,Cal,100
374,https://abbottstore.com/similac-special-care-20-with-iron-2-fl-oz-bottle-case-of-48-56265.html,Abbott,Similac Special Care 20,79,56265,"Use as directed by a physician. A 20 Cal/fl oz iron-fortified feeding for growing, low birth weight infants and premature infants.
Features:
OptiGRO is our exclusive blend of DHA, lutein and vitamin E: these important ingredients are found in breast milk.

DHA for brain development
Lutein to support eye health
Vitamin E, an important nutrient found in breast milk to support developing cells
Halal, Kosher

Not intended for feeding low-birth-weight infants after they reach a weight of 3600 g (approximately 8 lb) or as directed by a doctor.
Does not include nipples or rings.",Contains milk and soy ingredients.,,6/05/2020 14:30,bottle,fl oz,2,Case,48,mL,1000
